"subnum","year","placeval","ravens","wiat","woodcock","arith","wholegroupsums","abacus","age","female","condition","verbalwm","spatialwm","ans","english","math","science","computer","music","art","phys.ed","attendance","mental.rot"
63,0,0.363636364,0.5,0.15625,0.186046512,0.104166667,NA,1,6.3,1,"abacus",3.92,3.04,0.32,98,100,100,86,91,92,86,247,0.135416666666667
63,1,0.909090909,0.666666667,0.34375,0.372093023,0.25,NA,1,6.3,1,"abacus",4,3.5,0.21,98,96,99,90,85,96,86,229,0.302083333333333
63,2,1,0.458333333,0.375,0.395348837,0.416666667,0.292857143,1,6.3,1,"abacus",3.88,3.96,0.12,91,92,97,85,79,82,79,237,0.333333333333333
63,3,1,0.666666667,0.5625,0.511627907,0.541666667,0.528571429,1,6.3,1,"abacus",3.75,4.21,0.11,92,92,98,78,89,94,86,225,0.458333333333333
64,0,0.272727273,0.666666667,NA,0.255813953,0.291666667,NA,0,6.5,1,"control",3.33,2.29,NA,67,92,84,70,91,86,81,242,0.177083333333333
64,1,0.090909091,0.583333333,0.15625,0.279069767,0.166666667,NA,0,6.5,1,"control",3.58,3.67,0.1,94,93,97,76,81,90,85,231,0.270833333333333
64,2,0.272727273,0.375,0.375,0.441860465,0.3125,0.285714286,0,6.5,1,"control",3.67,3.29,0.17,68,68,66,75,75,79,83,236,0.520833333333333
64,3,1,0.25,0.46875,0.418604651,0.395833333,0.421428571,0,6.5,1,"control",2.71,4,0.09,76,74,62,86,75,92,78,231,0.375
65,0,0.454545455,0.75,0.1875,0.23255814,0.145833333,NA,1,6.8,1,"abacus",4.5,4.29,0.14,90,91,96,82,89,92,76,228,0.416666666666667
65,1,0.090909091,0.416666667,0.125,0.302325581,0.229166667,NA,1,6.8,1,"abacus",5.17,3.54,0.21,96,89,97,80,79,90,87,206,0.520833333333333
65,2,0.363636364,0.416666667,0.3125,0.395348837,0.354166667,0.3,1,6.8,1,"abacus",4.29,4.04,0.08,80,64,79,73,73,82,83,204,0.666666666666667
65,3,0.4,0.375,0.40625,0.465116279,0.416666667,0.485714286,1,6.8,1,"abacus",4.25,4.58,0.09,72,66,70,68,79,92,83,202,0.770833333333333
66,0,0.363636364,0.666666667,0.21875,0.162790698,0.229166667,NA,1,6.2,0,"abacus",3.92,4.29,0.46,32,74,37,46,85,84,80,233,0.385416666666667
66,1,0,0.583333333,0.25,0.348837209,0.25,NA,1,6.2,0,"abacus",5.21,4.33,0.14,68,78,67,59,79,90,85,230,0.479166666666667
66,2,0.727272727,0.375,0.46875,0.465116279,0.520833333,0.342857143,1,6.2,0,"abacus",4.08,6.54,0.11,51,66,50,75,68,74,86,213,0.458333333333333
66,3,0.9,0.625,0.5,0.441860465,0.520833333,0.542857143,1,6.2,0,"abacus",5.25,5.33,0.07,63,76,33,74,76,82,85,211,0.625
67,0,0.181818182,0.166666667,0.03125,0.209302326,0.083333333,NA,0,6.3,0,"control",2.25,1.42,NA,47,67,54,76,88,86,79,246,0.15625
67,1,0,0.083333333,0.125,0.279069767,0,NA,0,6.3,0,"control",3.17,1.62,0.16,43,49,35,61,80,90,84,229,0.15625
67,2,0,0.458333333,0.25,0.302325581,0.083333333,0.035714286,0,6.3,0,"control",2.54,1.75,0.16,14,17,19,58,72,78,84,229,0.3125
67,3,0.1,0.458333333,0.15625,0.325581395,0.083333333,0.135714286,0,6.3,0,"control",3.92,2.42,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0.104166666666667
68,0,0,0.5,0.15625,0.209302326,0.125,NA,0,6.3,1,"control",2.83,2.54,0.1,79,89,85,88,84,90,74,242,0.666666666666667
68,1,0,0.833333333,0.25,0.395348837,0.208333333,NA,0,6.3,1,"control",3.12,4.46,0.21,83,87,95,81,85,90,88,222,0.479166666666667
68,2,0.181818182,0.833333333,0.25,0.395348837,0.291666667,0.164285714,0,6.3,1,"control",4.38,4.46,0.11,67,81,66,78,80,73,86,223,0.5
68,3,0.9,0.916666667,0.4375,0.534883721,0.291666667,0.464285714,0,6.3,1,"control",4.5,4.12,0.1,73,72,60,78,83,92,79,231,0.729166666666667
69,0,0.363636364,0.166666667,0.09375,NA,0.125,NA,0,7.2,0,"control",1.25,1.46,NA,83,93,86,78,91,84,74,245,0.28125
69,1,0.090909091,0.666666667,0.28125,0.418604651,0.125,NA,0,7.2,0,"control",3.67,3.38,0.11,86,89,94,65,84,84,87,226,0.5625
69,2,0.090909091,0.416666667,0.375,0.418604651,0.375,0.321428571,0,7.2,0,"control",4.12,3.58,0.11,88,71,88,57,79,74,72,222,0.291666666666667
69,3,0.4,0.583333333,0.5,0.534883721,0.3125,0.378571429,0,7.2,0,"control",4.5,3.96,0.11,91,84,87,68,73,90,78,235,0.666666666666667
7,0,0.090909091,0.833333333,NA,0.139534884,0.020833333,NA,0,7.2,0,"control",1.42,1.25,0.33,66,84,83,56,87,84,75,222,0.46875
7,1,0.090909091,0.333333333,0.09375,0.279069767,0.020833333,NA,0,7.2,0,"control",1.83,3.79,0.26,80,85,86,69,80,86,85,215,0.0625
7,2,0,0.166666667,0.15625,0.302325581,0.104166667,0.35,0,7.2,0,"control",3.29,1.58,0.32,47,40,59,55,72,72,88,220,0.1875
7,3,0,0.5,0.46875,0.395348837,0.291666667,0.428571429,0,7.2,0,"control",3.67,4.71,0.14,73,62,59,68,64,92,86,200,0.291666666666667
70,0,0.090909091,0.5,0.09375,0.186046512,0.145833333,NA,1,6.7,1,"abacus",2,2.04,0.39,87,92,94,82,90,88,85,243,0.291666666666667
70,1,0,0.583333333,0.1875,0.302325581,0.083333333,NA,1,6.7,1,"abacus",3.12,2.54,0.23,89,83,92,72,80,86,85,230,0.447916666666667
70,2,0,0.458333333,0.4375,0.395348837,0.270833333,0.407142857,1,6.7,1,"abacus",3,2.88,0.13,70,72,70,66,74,78,85,224,0.8125
70,3,0.2,0.541666667,0.53125,0.488372093,0.354166667,0.521428571,1,6.7,1,"abacus",3.92,4.83,0.2,70,75,55,66,72,90,83,211,0.614583333333333
71,0,0.454545455,0.5,0.125,0.325581395,0.1875,NA,1,7.1,1,"abacus",3.08,3.67,0.42,83,93,90,94,91,90,76,234,0.25
71,1,0.090909091,0.666666667,0.25,0.302325581,0.208333333,NA,1,7.1,1,"abacus",3.75,4.96,0.37,92,89,99,81,84,90,88,232,0.677083333333333
71,2,0.909090909,0.75,0.4375,0.395348837,0.291666667,0.235714286,1,7.1,1,"abacus",4.83,3.5,0.14,88,75,84,80,83,81,79,236,0.802083333333333
71,3,1,0.625,0.5625,0.581395349,0.5625,0.4,1,7.1,1,"abacus",2.83,4.33,0.1,86,88,77,78,75,90,80,229,0.895833333333333
72,0,0.090909091,0.666666667,0.09375,0.255813953,0.1875,NA,1,7.2,1,"abacus",2.5,3.88,0.4,95,100,98,94,89,86,80,243,0.270833333333333
72,1,0.272727273,0.75,0.3125,0.348837209,0.229166667,NA,1,7.2,1,"abacus",3.88,3.58,0.11,85,89,100,86,78,88,85,222,0.3125
72,2,1,0.333333333,0.46875,0.465116279,0.604166667,0.542857143,1,7.2,1,"abacus",4.62,3.29,0.11,92,88,94,85,67,81,79,234,0.229166666666667
72,3,1,0.291666667,0.65625,0.604651163,0.729166667,0.592857143,1,7.2,1,"abacus",3.17,4.12,0.09,92,91,86,84,75,90,81,236,0.583333333333333
73,0,0.272727273,0.75,0.09375,0.162790698,0.083333333,NA,0,6.2,0,"control",2.62,3.79,0.38,28,60,40,56,86,84,79,221,0.479166666666667
73,1,0.181818182,0.416666667,0.15625,0.325581395,0.104166667,NA,0,6.2,0,"control",3.17,4.17,0.13,71,75,79,62,80,86,86,219,0.53125
73,2,0.909090909,0.583333333,0.28125,0.302325581,0.229166667,0.25,0,6.2,0,"control",3.67,4.25,0.08,49,57,46,71,63,76,73,226,0.572916666666667
73,3,1,0.541666667,0.34375,0.395348837,0.354166667,0.414285714,0,6.2,0,"control",3.42,6.29,0.14,50,59,36,64,62,90,83,223,0.65625
74,0,0.181818182,0.583333333,0.09375,0.255813953,0.104166667,NA,0,6.4,0,"control",4.25,2.79,0.78,90,93,96,78,90,84,74,247,0.197916666666667
74,1,0.545454545,0.583333333,0.21875,0.348837209,0.145833333,NA,0,6.4,0,"control",4.38,4.08,0.28,93,91,98,53,80,82,86,235,0.125
74,2,0.363636364,0.708333333,0.4375,0.395348837,0.270833333,0.278571429,0,6.4,0,"control",3.38,4.08,0.11,94,92,97,76,71,75,87,236,0.520833333333333
74,3,1,0.625,0.59375,0.558139535,0.416666667,0.464285714,0,6.4,0,"control",4.17,3.96,0.11,91,91,86,76,68,92,83,234,0.625
75,0,0.545454545,0.916666667,0.125,0.302325581,0.25,NA,1,7.5,1,"abacus",4.17,3.79,0.16,96,97,98,96,88,92,80,246,0.479166666666667
75,1,0.818181818,1,0.3125,0.348837209,0.208333333,NA,1,7.5,1,"abacus",5.21,2.71,0.14,96,97,99,46,83,86,85,221,0.28125
75,2,1,0.791666667,0.53125,0.465116279,0.458333333,0.407142857,1,7.5,1,"abacus",5.17,3.5,0.1,91,94,93,79,81,87,86,230,0.145833333333333
75,3,1,0.875,0.59375,0.558139535,0.5,0.528571429,1,7.5,1,"abacus",5,5.88,0.08,84,86,78,72,77,86,83,214,0.645833333333333
76,0,0.090909091,0.5,0.15625,0.302325581,0.1875,NA,0,6.8,1,"control",4.12,2.79,0.28,82,92,87,78,90,90,79,245,0.291666666666667
76,1,0.454545455,0.666666667,0.28125,0.325581395,0.25,NA,0,6.8,1,"control",3.88,3,0.19,93,94,98,84,87,88,86,233,0.40625
76,2,0.272727273,0.541666667,0.4375,0.465116279,0.354166667,0.328571429,0,6.8,1,"control",3.92,2.25,0.16,92,90,94,80,81,84,77,242,0.447916666666667
76,3,1,0.75,0.625,0.558139535,0.541666667,0.478571429,0,6.8,1,"control",3.79,4.46,0.16,91,90,87,68,74,90,80,234,0.489583333333333
79,0,0.090909091,0.583333333,0.15625,0.302325581,0.166666667,NA,0,6.4,1,"control",3.46,4.04,0.32,96,97,98,94,91,84,76,245,0.302083333333333
79,1,0.909090909,0.5,0.34375,0.395348837,0.104166667,NA,0,6.4,1,"control",3.88,3.71,0.15,98,96,100,88,83,88,88,232,0.71875
79,2,1,0.75,0.46875,0.441860465,0.333333333,0.342857143,0,6.4,1,"control",4.17,4.12,0.12,91,85,96,81,79,75,82,233,0.864583333333333
79,3,0.9,0.75,0.6875,0.558139535,0.583333333,0.435714286,0,6.4,1,"control",3.83,5.29,0.1,93,91,87,86,72,92,81,233,0.770833333333333
8,0,0.090909091,0.166666667,0.03125,0.162790698,0.020833333,NA,0,5.9,1,"control",4.25,1.5,NA,72,78,92,82,88,88,75,232,0.322916666666667
8,1,0.090909091,0.166666667,0.09375,0.255813953,0,NA,0,5.9,1,"control",2.75,1.25,0.02,80,64,86,70,83,86,88,229,0.270833333333333
8,2,0,0.333333333,0.40625,0.395348837,0.125,0.228571429,0,5.9,1,"control",3.83,1.33,0.57,73,79,64,72,79,75,74,232,0.0208333333333333
8,3,0,0.458333333,0.40625,0.325581395,0.291666667,0.407142857,0,5.9,1,"control",3.54,3.75,0.39,68,48,47,68,69,86,82,221,0.458333333333333
80,0,0,0.416666667,0.09375,0.162790698,0.0625,NA,0,7.1,0,"control",1.42,1.38,NA,69,81,70,72,86,84,79,250,0
80,1,0,0.333333333,0.15625,0.255813953,0.083333333,NA,0,7.1,0,"control",2.79,2,0.23,77,72,87,61,77,84,85,234,0.270833333333333
80,2,0.363636364,0.416666667,0.3125,0.348837209,0.3125,0.05,0,7.1,0,"control",3.21,2.21,0.13,59,47,61,66,69,79,83,241,0.375
80,3,0.9,0.166666667,0.25,0.418604651,0.3125,0.4,0,7.1,0,"control",3,2.96,0.11,65,51,63,72,57,84,84,234,0.5
81,0,0.272727273,0.583333333,0.0625,0.162790698,0.104166667,NA,1,6.7,1,"abacus",2.5,2.92,NA,73,89,86,36,87,86,76,244,0.270833333333333
81,1,0.454545455,0.416666667,0.1875,0.302325581,0.208333333,NA,1,6.7,1,"abacus",3.38,2.92,0.78,73,76,89,50,77,84,87,220,0.0625
81,2,0.909090909,0.541666667,0.28125,0.348837209,0.208333333,0.242857143,1,6.7,1,"abacus",1.92,2.21,0.26,50,46,58,70,65,77,76,232,0
81,3,0.9,0.208333333,0.34375,0.395348837,0.125,0.135714286,1,6.7,1,"abacus",4.04,4.12,0.36,60,46,36,76,67,82,79,231,0.104166666666667
82,0,0.363636364,0.166666667,0.125,0.186046512,0.1875,NA,1,6.5,0,"abacus",1.71,2.75,NA,78,98,80,82,91,88,85,243,0.614583333333333
82,1,0,0.583333333,0.1875,0.23255814,0.145833333,NA,1,6.5,0,"abacus",6.17,3.75,0.19,82,91,89,65,81,84,87,224,0.583333333333333
82,2,0.909090909,0.708333333,0.4375,0.372093023,0.291666667,0.307142857,1,6.5,0,"abacus",3.83,4.79,0.13,43,74,49,70,69,86,85,229,0.854166666666667
82,3,1,0.208333333,0.5,0.465116279,0.625,0.657142857,1,6.5,0,"abacus",4.29,4.38,0.14,39,68,33,64,72,90,81,215,0.895833333333333
83,0,0.545454545,0.583333333,0.0625,0.186046512,0.083333333,NA,0,6.8,0,"control",2.5,1.25,0.37,58,79,82,50,83,80,75,232,-0.0833333333333333
83,1,0,0.25,0.09375,0.209302326,0.083333333,NA,0,6.8,0,"control",3.25,1.62,0.21,36,60,43,50,82,84,86,218,0.208333333333333
83,2,0.545454545,0.416666667,0.28125,0.23255814,0.0625,0.235714286,0,6.8,0,"control",4.62,2.54,0.11,28,35,43,71,68,75,73,224,0.270833333333333
83,3,0,0.208333333,0.21875,0.395348837,0.125,0.35,0,6.8,0,"control",3.83,3.67,0.08,28,33,33,64,61,80,82,215,0.364583333333333
84,0,0.454545455,NA,NA,0.162790698,0.125,NA,1,6.5,0,"abacus",3.46,3.08,0.32,75,82,81,74,90,84,75,244,0.375
84,1,0,0.166666667,0.15625,0.325581395,0.208333333,NA,1,6.5,0,"abacus",3.88,3.5,0.08,80,82,90,52,77,86,84,213,0.3125
84,2,0.363636364,0.333333333,0.21875,0.372093023,0.270833333,0.385714286,1,6.5,0,"abacus",4.12,4.79,0.16,63,64,72,70,72,78,83,195,0.145833333333333
84,3,1,0.375,0.40625,0.372093023,0.208333333,0.414285714,1,6.5,0,"abacus",2.88,4.38,0.07,45,44,42,66,59,84,79,220,0.583333333333333
85,0,0.454545455,0.666666667,0.09375,0.255813953,0.270833333,NA,1,6.6,0,"abacus",2.96,1.33,0.39,49,73,73,84,84,80,75,239,0.104166666666667
85,1,0.090909091,0.416666667,0.15625,0.325581395,0.125,NA,1,6.6,0,"abacus",5.04,2.58,0.17,67,78,79,61,78,82,88,231,0.166666666666667
85,2,0.363636364,0.208333333,0.28125,0.325581395,0.208333333,0.228571429,1,6.6,0,"abacus",3.33,3.96,0.15,53,68,53,73,73,77,82,234,0.104166666666667
85,3,0.8,0.25,0.40625,0.372093023,0.291666667,0.278571429,1,6.6,0,"abacus",2.62,3.75,0.16,46,53,33,66,70,84,80,232,0.354166666666667
86,0,0,0.666666667,0.1875,0.279069767,0.0625,NA,0,6.6,0,"control",2.12,2.92,0.67,57,81,65,64,86,86,76,240,0.229166666666667
86,1,0.090909091,0.5,0.28125,0.325581395,0.125,NA,0,6.6,0,"control",2.75,3.04,0.18,74,83,81,68,76,86,87,234,0.3125
86,2,0.454545455,0.541666667,0.25,0.255813953,0.125,0.1,0,6.6,0,"control",3.04,3.5,0.23,41,38,52,71,70,83,77,234,0.333333333333333
86,3,0.7,0.333333333,0.1875,0.372093023,0.0625,0.1,0,6.6,0,"control",4.96,2.04,0.12,44,49,38,70,61,82,82,236,0.520833333333333
87,0,0.454545455,0.416666667,0.125,0.279069767,0.166666667,NA,0,7,1,"control",3.75,4.38,NA,72,85,81,74,87,84,74,251,0.302083333333333
87,1,0.363636364,0.666666667,0.25,0.302325581,0.104166667,NA,0,7,1,"control",3.79,4.04,0.17,78,85,90,61,84,88,84,224,0.364583333333333
87,2,0.454545455,0.916666667,0.3125,0.372093023,0.3125,0.214285714,0,7,1,"control",3.79,4.12,0.2,80,78,72,74,72,76,81,242,0.479166666666667
87,3,0.9,0.708333333,0.46875,0.418604651,0.270833333,0.221428571,0,7,1,"control",5.08,4.42,0.16,78,79,63,76,70,86,82,232,0.583333333333333
88,0,0.272727273,0.5,0.0625,0.209302326,0.104166667,NA,0,6.6,1,"control",3.29,2.12,NA,69,84,79,58,88,88,75,245,0.3125
88,1,0,0.583333333,0.3125,0.325581395,0.145833333,NA,0,6.6,1,"control",2.5,2.42,0.2,72,82,86,54,84,86,85,227,0.395833333333333
88,2,0,0.333333333,0.40625,0.302325581,0.333333333,0.164285714,0,6.6,1,"control",3.17,5,0.17,68,63,70,75,63,85,68,217,0.354166666666667
88,3,0.4,0.5,0.375,0.395348837,0.4375,0.235714286,0,6.6,1,"control",3.08,2.38,0.13,71,64,55,84,74,92,82,231,0.677083333333333
89,0,0.272727273,0.5,0.15625,0.255813953,0.25,NA,0,7.4,0,"control",4.25,4.21,0.22,88,98,96,84,93,92,89,232,0.520833333333333
89,1,0.818181818,0.916666667,0.34375,0.395348837,0.125,NA,0,7.4,0,"control",3.46,4.88,0.11,88,88,96,84,88,88,87,233,0.583333333333333
89,2,1,0.875,0.59375,0.441860465,0.354166667,0.45,0,7.4,0,"control",3.79,3.96,0.1,76,95,80,75,86,89,91,232,0.791666666666667
89,3,1,0.875,0.65625,0.581395349,0.479166667,0.485714286,0,7.4,0,"control",3.33,4.58,0.16,79,92,74,82,73,92,89,224,0.802083333333333
9,0,0.363636364,0.166666667,0.03125,0.139534884,0.083333333,NA,0,5.9,1,"control",3.46,2.46,0.22,85,90,98,76,90,82,75,225,0.21875
9,1,0,0.5,0.1875,0.279069767,0.125,NA,0,5.9,1,"control",2.67,3.96,0.17,81,73,89,75,83,86,88,230,0.25
9,2,0,0.333333333,0.3125,0.395348837,0.208333333,0.3,0,5.9,1,"control",3.96,3.96,0.26,79,79,74,72,76,76,79,237,0.21875
9,3,0.3,0.25,0.40625,0.511627907,0.416666667,0.457142857,0,5.9,1,"control",3.25,4.17,0.17,76,59,55,68,68,82,81,223,0.71875
90,0,0.272727273,NA,0.03125,0.162790698,0.083333333,NA,0,6.8,0,"control",3.25,1.29,0.44,68,79,76,80,89,86,75,242,0.125
90,1,0.090909091,0.75,0.21875,0.325581395,0.0625,NA,0,6.8,0,"control",2.83,1.96,0.21,74,74,80,65,79,92,85,229,0.197916666666667
90,2,0.090909091,0.75,0.375,0.348837209,0.25,0.235714286,0,6.8,0,"control",2.21,1.92,0.13,62,61,72,78,77,82,84,235,0.635416666666667
90,3,0.3,0.5,0.46875,0.418604651,0.291666667,0.292857143,0,6.8,0,"control",3,3.21,0.13,63,69,54,70,58,90,84,228,0.572916666666667
91,0,0.272727273,0.833333333,0.09375,0.255813953,0.166666667,NA,1,6.2,1,"abacus",4.12,2.08,0.39,81,95,81,80,89,88,85,247,0.458333333333333
91,1,0.090909091,0.833333333,0.3125,0.348837209,0.229166667,NA,1,6.2,1,"abacus",3.83,2.5,0.11,93,86,96,80,82,92,87,231,0.427083333333333
91,2,0.090909091,0.208333333,0.25,0.395348837,0.291666667,0.328571429,1,6.2,1,"abacus",3.96,3.5,0.18,79,76,80,76,76,77,74,235,0.1875
91,3,0.1,0.458333333,0.34375,0.372093023,0.375,0.342857143,1,6.2,1,"abacus",4.75,3.46,0.1,76,81,70,78,84,88,83,231,0.6875
92,0,0.363636364,0.833333333,0.1875,0.302325581,0.1875,NA,1,6.1,0,"abacus",3.29,2.71,0.5,94,95,97,80,87,88,80,246,0.583333333333333
92,1,0.363636364,0.75,0.21875,0.325581395,0.083333333,NA,1,6.1,0,"abacus",6.38,3.21,0.18,94,95,98,86,80,84,86,235,0.71875
92,2,0.727272727,0.708333333,0.3125,0.372093023,0.208333333,0.242857143,1,6.1,0,"abacus",4.17,3.92,0.12,89,79,88,69,76,76,77,232,0.583333333333333
92,3,0.9,0.791666667,0.375,0.488372093,0.5,0.335714286,1,6.1,0,"abacus",3.96,3.75,0.12,86,79,78,72,66,86,80,237,0.8125
93,0,0.181818182,0.416666667,NA,0.302325581,0.1875,NA,0,7,1,"control",4.33,4.04,0.13,51,73,65,50,85,84,76,234,0.0520833333333333
93,1,0.727272727,0.5,0.21875,0.348837209,0.208333333,NA,0,7,1,"control",4.75,2.79,0.12,88,90,92,61,85,88,89,208,0.416666666666667
93,2,1,0.666666667,0.375,0.418604651,0.333333333,0.378571429,0,7,1,"control",4.67,4.83,0.1,56,49,52,69,75,79,71,219,0.510416666666667
93,3,0.9,0.625,0.5625,0.534883721,0.354166667,0.478571429,0,7,1,"control",5.75,5.38,0.09,60,60,43,78,71,90,83,222,0.541666666666667
94,0,0.090909091,0.333333333,NA,0.186046512,0.0625,NA,0,6.8,0,"control",3.08,2.75,0.68,66,79,75,78,89,86,75,238,0.09375
94,1,0,NA,0.1875,0.279069767,0.125,NA,0,6.8,0,"control",3.96,3.08,0.14,73,78,87,74,77,90,88,216,0.166666666666667
94,2,0.090909091,0.5,0.28125,0.348837209,0.1875,0.171428571,0,6.8,0,"control",4.21,4.88,0.11,72,52,61,71,73,70,76,222,0.625
94,3,0,0.25,0.3125,0.372093023,0.354166667,0.485714286,0,6.8,0,"control",3.96,3.5,0.17,67,65,55,70,60,86,80,222,0.625
95,0,0,0.583333333,0.0625,0.162790698,0.166666667,NA,0,7,0,"control",1.62,3.92,0.75,68,74,79,52,88,82,76,240,NA
95,1,0,0.166666667,0.09375,0.186046512,0.083333333,NA,0,7,0,"control",3.54,4.25,0.13,60,74,79,68,81,88,89,227,0
95,2,0.090909091,0.666666667,0.21875,0.325581395,0.3125,0.157142857,0,7,0,"control",4.29,6,0.26,27,33,34,67,71,68,81,231,0.239583333333333
95,3,0.1,0.458333333,0.34375,0.372093023,0.291666667,0.478571429,0,7,0,"control",4.08,4.38,0.24,37,40,37,68,62,84,80,227,0.395833333333333
96,0,0.181818182,0.416666667,0.15625,0.302325581,0.229166667,NA,0,7.3,1,"control",2.54,1.75,0.34,87,94,94,70,90,86,80,242,0.166666666666667
96,1,0.909090909,0.666666667,0.25,0.395348837,0.125,NA,0,7.3,1,"control",4.67,4.25,0.22,93,92,98,73,82,82,87,239,0.125
96,2,1,0.625,0.4375,0.395348837,0.3125,0.228571429,0,7.3,1,"control",3.62,3.5,0.2,90,88,88,79,75,78,74,226,0.333333333333333
96,3,1,0.666666667,0.5625,0.534883721,0.395833333,0.357142857,0,7.3,1,"control",3.25,5.12,0.11,93,87,84,78,76,90,82,238,0.375
97,0,0.272727273,0.083333333,0.09375,0.186046512,0.166666667,NA,1,7.4,0,"abacus",4,2.08,0.42,94,93,100,80,89,82,90,236,0.09375
97,1,0.363636364,0.75,0.3125,0.372093023,0.270833333,NA,1,7.4,0,"abacus",6,3.04,0.17,92,92,98,78,77,90,90,232,0.333333333333333
97,2,0.545454545,0.458333333,0.34375,0.395348837,0.270833333,0.457142857,1,7.4,0,"abacus",3.92,3.96,0.19,83,72,84,78,72,80,93,227,0.0625
97,3,0.9,0.541666667,0.46875,0.441860465,0.395833333,0.371428571,1,7.4,0,"abacus",5.12,3.96,0.14,75,71,63,68,66,88,80,220,0.291666666666667
98,0,0.363636364,0.583333333,0.125,0.209302326,0.25,NA,0,6.1,1,"control",3.08,3.38,0.38,94,97,98,66,91,88,75,250,0.09375
98,1,0.363636364,0.75,0.375,0.325581395,0.125,NA,0,6.1,1,"control",3.75,3.83,0.23,96,96,100,82,83,86,84,236,0.5625
98,2,0.454545455,0.791666667,0.5,0.488372093,0.354166667,0.407142857,0,6.1,1,"control",3.46,3.71,0.16,88,90,83,72,76,71,73,237,0.166666666666667
98,3,1,0.708333333,0.625,0.558139535,0.4375,0.421428571,0,6.1,1,"control",3.58,4.21,0.1,88,88,76,68,70,84,81,236,0.708333333333333
99,0,0.363636364,0.666666667,0.0625,0.302325581,0.208333333,NA,1,6.8,0,"abacus",3.25,2.04,0.15,95,98,98,82,89,84,75,251,0.375
99,1,1,0.666666667,0.34375,0.372093023,0.208333333,NA,1,6.8,0,"abacus",4.08,4.17,0.14,94,94,100,80,81,82,89,233,0.239583333333333
99,2,1,0.791666667,0.5,0.441860465,0.458333333,0.442857143,1,6.8,0,"abacus",3.88,3.75,0.13,93,97,96,83,75,74,89,242,0.28125
99,3,0.9,0.75,0.5625,0.604651163,0.604166667,0.55,1,6.8,0,"abacus",3.29,2.5,0.09,95,91,94,74,70,84,83,239,0.65625
